,배달상점ID,업종명,법정동코드,광역시도명,시군구명,법정동명,리명,행정동코드,행정동명,도로명주소코드,도로명주소명
2354,S0070188,한식,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343194,승지로4번길
2355,S0070191,치킨,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181027,승지로
2356,S0070192,치킨,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181027,승지로
2357,S0070193,배달전문업체,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181035,용민로
2358,S0070194,배달전문업체,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181035,용민로
2359,S0070195,배달전문업체,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181035,용민로
2360,S0070196,배달전문업체,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181035,용민로
2361,S0070197,한식,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343291,용현로122번길
2362,S0070198,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2363,S0070199,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2364,S0070205,야식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343459,호국로1298번길
2365,S0070211,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343134,발곡로31번길
2366,S0070214,야식,4115010300,경기도,의정부시,장암동,\N,4115056100,장암동,411503181055,회룡로
2367,S0070215,한식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181060,시민로
2368,S0070216,한식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181060,시민로
2371,S0070222,한식,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181027,승지로
2373,S0070226,찜탕,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181047,청사로
2374,S0070227,찜탕,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181047,청사로
2375,S0070228,찜탕,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181047,청사로
2378,S0070232,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343295,용현로160번길
2379,S0070233,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343295,용현로160번길
2380,S0070234,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343295,용현로160번길
2381,S0070235,치킨,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503181053,호동로
2382,S0070237,카페/디저트,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411504343114,둔야로17번길
2383,S0070240,한식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343359,태평로100번길
2384,S0070241,한식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343359,태평로100번길
2385,S0070242,한식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343359,태평로100번길
2386,S0070243,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343295,용현로160번길
2387,S0070244,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343295,용현로160번길
2388,S0070245,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343295,용현로160번길
2389,S0070246,한식,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343364,태평로133번길
2391,S0070252,패스트푸드,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503000001,동일로
2392,S0070253,패스트푸드,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503000001,동일로
2393,S0070254,패스트푸드,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503000001,동일로
2394,S0070255,패스트푸드,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411503000001,동일로
2395,S0070261,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2396,S0070262,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2397,S0070263,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2398,S0070264,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2399,S0070265,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2400,S0070266,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2401,S0070267,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2402,S0070268,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2403,S0070269,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2404,S0070270,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2405,S0070271,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2406,S0070272,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2407,S0070273,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2408,S0070274,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2409,S0070275,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2410,S0070276,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2411,S0070290,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2412,S0070291,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2413,S0070298,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2414,S0070299,회,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2415,S0070300,회,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2416,S0070301,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181046,천보로
2417,S0070302,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181046,천보로
2418,S0070303,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181046,천보로
2419,S0070306,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2420,S0070307,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2421,S0070308,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181046,천보로
2422,S0070309,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181046,천보로
2423,S0070310,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181046,천보로
2424,S0070311,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2425,S0070312,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2426,S0070313,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2427,S0070314,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2428,S0070315,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2429,S0070316,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2430,S0070317,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2431,S0070318,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2432,S0070319,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2433,S0070320,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2434,S0070321,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2435,S0070322,중식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2436,S0070323,패스트푸드,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2437,S0070324,패스트푸드,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2438,S0070325,패스트푸드,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2439,S0070326,패스트푸드,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2440,S0070327,패스트푸드,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2441,S0070328,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2442,S0070329,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2443,S0070330,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2444,S0070331,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2445,S0070332,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2446,S0070333,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2447,S0070334,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2448,S0070335,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2449,S0070336,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2450,S0070337,한식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181035,용민로
2451,S0070338,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2452,S0070340,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2453,S0070341,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2454,S0070342,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2455,S0070343,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,\N,\N
2456,S0070344,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2457,S0070345,야식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2458,S0070346,한식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2459,S0070347,한식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2460,S0070359,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2461,S0070360,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2462,S0070361,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2463,S0070362,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2464,S0070363,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2465,S0070364,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2466,S0070365,한식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2467,S0070366,한식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2468,S0070367,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2469,S0070368,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2470,S0070369,아시안/양식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2471,S0070371,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2472,S0070372,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2473,S0070375,한식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2474,S0070376,도시락,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2475,S0070377,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2476,S0070378,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2477,S0070379,분식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2478,S0070380,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2479,S0070381,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2480,S0070382,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2481,S0070383,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2482,S0070384,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2483,S0070385,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2484,S0070386,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2485,S0070387,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2486,S0070388,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2487,S0070389,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2488,S0070390,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2489,S0070392,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2490,S0070393,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2491,S0070394,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2492,S0070395,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2493,S0070396,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2494,S0070397,치킨,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2495,S0070398,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2496,S0070399,돈까스/일식,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2497,S0070400,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2498,S0070401,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2499,S0070402,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2500,S0070403,카페/디저트,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343539,오목로205번길
2501,S0070404,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2502,S0070405,족발/보쌈,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411504343540,오목로225번길
2505,S0070416,치킨,4115011000,경기도,의정부시,가능동,\N,4115059500,가능동,411504343008,가능로119번길
2506,S0070417,치킨,4115011000,경기도,의정부시,가능동,\N,4115059500,가능동,411504343008,가능로119번길
2507,S0070418,치킨,4115011000,경기도,의정부시,가능동,\N,4115059500,가능동,411504343008,가능로119번길
2508,S0070424,카페/디저트,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2524,S0070463,한식,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343085,능곡로26번길
2525,S0070464,한식,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343085,능곡로26번길
2538,S0070489,중식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2539,S0070490,중식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2540,S0070491,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2541,S0070492,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2542,S0070493,카페/디저트,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2543,S0070494,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2544,S0070495,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343095,동일로472번길
2545,S0070496,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343095,동일로472번길
2546,S0070497,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343095,동일로472번길
2547,S0070498,한식,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343095,동일로472번길
2548,S0070499,치킨,4115010400,경기도,의정부시,신곡동,\N,4115056700,신곡1동,411504343094,동일로466번길
2551,S0070508,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2552,S0070509,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2553,S0070510,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2554,S0070511,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2555,S0070512,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181007,금오로
2556,S0070514,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411504343470,호국로1483번길
2557,S0070515,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181007,금오로
2558,S0070517,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2559,S0070519,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2560,S0070522,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2561,S0070523,심부름,4115011000,경기도,의정부시,가능동,\N,4115059500,가능동,411504343082,녹양로34번길
2563,S0070530,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2564,S0070533,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343463,호국로1331번길
2565,S0070536,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2566,S0070537,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2567,S0070538,심부름,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411504343192,승지로22번길
2569,S0070545,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343354,추동로91번길
2570,S0070546,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2571,S0070547,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181029,신흥로
2572,S0070548,심부름,4115010600,경기도,의정부시,민락동,\N,4115057600,송산2동,411503181036,용현로
2573,S0070549,심부름,4115010300,경기도,의정부시,장암동,\N,4115056100,장암동,411503181055,회룡로
2574,S0070550,심부름,4115010500,경기도,의정부시,용현동,\N,4115057300,송산1동,411503181033,오목로
2575,S0070551,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411504343342,청사로47번길
2576,S0070552,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343383,태평로89번길
2577,S0070553,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2578,S0070554,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2579,S0070555,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343382,태평로73번길
2580,S0070556,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2582,S0070566,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2584,S0070568,심부름,4115010200,경기도,의정부시,호원동,\N,4115054500,호원1동,411503215066,평화로
2585,S0070570,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2586,S0070571,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2587,S0070572,심부름,4115011000,경기도,의정부시,가능동,\N,4115051000,의정부1동,411504343374,태평로194번길
2588,S0070578,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181003,거북로
2589,S0070580,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181006,금신로
2590,S0070581,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,\N,\N
2591,S0070582,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343382,태평로73번길
2592,S0070586,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2593,S0070587,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2594,S0070588,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343361,태평로108번길
2595,S0070589,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343361,태평로108번길
2596,S0070590,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2597,S0070595,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2598,S0070596,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2600,S0070598,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2601,S0070599,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2602,S0070600,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2603,S0070601,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181062,태평로
2604,S0070603,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503181007,금오로
2605,S0070604,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2606,S0070612,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411504343354,추동로91번길
2607,S0070613,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2608,S0070614,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2609,S0070615,심부름,4115010200,경기도,의정부시,호원동,\N,4115055500,호원2동,411503215066,평화로
2610,S0070621,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2611,S0070626,심부름,4115010400,경기도,의정부시,신곡동,\N,4115056800,신곡2동,411503181039,장곡로
2612,S0070627,심부름,4115010900,경기도,의정부시,금오동,\N,4115058000,자금동,411503000136,호국로
2613,S0070629,심부름,4115010600,경기도,의정부시,민락동,\N,4115057800,송산3동,411503181033,오목로
2614,S0070630,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2615,S0070631,심부름,4115010100,경기도,의정부시,의정부동,\N,4115052000,의정부2동,411503181060,시민로
2616,S0070633,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2617,S0070634,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2618,S0070635,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503181052,행복로
2619,S0070636,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411504343458,호국로1297번길
2620,S0070645,심부름,4115010200,경기도,의정부시,호원동,\N,4115054500,호원1동,411503215066,평화로
2621,S0070646,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2622,S0070647,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
2623,S0070648,심부름,4115010100,경기도,의정부시,의정부동,\N,4115051000,의정부1동,411503215066,평화로
